state,year,population,property_rates_all,rates_burglary,rates_larceny,rates_motor,violent_rates_all,rates_assault,rates_murder,rates_rape,rates_robbery,property_total_all,total_burglary,total_larceny,total_motor,violent_total_all,total_assault,total_murder,total_rape,total_robbery
Virginia,1987,5904000,3664.5,806.9,2603.2,254.4,295.0,155.8,7.4,26.0,105.8,216354,47642,153690,15022,17414,9196,437,1537,6244
Virginia,1988,5996000,3877.5,818.4,2757.6,301.6,299.2,151.8,7.8,27.1,112.5,232496,49069,165343,18084,17940,9102,468,1622,6748
Virginia,1989,6098000,3898.9,756.9,2831.2,310.9,312.5,171.3,7.9,26.9,106.5,237757,46156,172645,18956,19057,10445,480,1638,6494
Virginia,1990,6187358,4090.0,731.1,3031.4,327.5,350.6,187.6,8.8,31.0,123.3,253063,45236,187564,20263,21694,11608,545,1915,7626
Virginia,1991,6286000,4234.2,783.1,3112.5,338.6,373.2,196.4,9.3,29.9,137.6,266160,49224,195652,21284,23459,12346,583,1879,8651
Virginia,1992,6377000,3923.6,709.1,2909.0,305.6,374.9,196.8,8.8,31.5,137.8,250211,45217,185506,19488,23907,12548,564,2008,8787
Virginia,1993,6491000,3743.3,667.7,2790.1,285.5,372.2,189.8,8.3,32.1,142.0,242975,43338,181104,18533,24160,12322,539,2083,9216
Virginia,1994,6552000,3689.9,638.8,2772.0,279.1,357.7,187.6,8.7,28.5,132.8,241763,41855,181619,18289,23437,12294,571,1868,8704
Virginia,1995,6618000,3627.7,595.2,2740.0,292.6,361.5,194.9,7.6,27.2,131.7,240084,39388,181333,19363,23921,12901,503,1799,8718
Virginia,1996,6675000,3627.0,588.1,2760.1,278.8,341.3,184.5,7.5,26.7,122.6,242100,39255,184237,18608,22782,12318,500,1783,8181
Virginia,1997,6734000,3530.9,571.4,2679.0,280.5,345.2,186.5,7.2,27.0,124.5,237773,38475,180406,18892,23249,12558,488,1819,8384
Virginia,1998,6791000,3334.7,560.9,2503.5,270.3,325.7,187.2,6.2,26.7,105.6,226461,38094,170012,18355,22115,12712,422,1810,7171
Virginia,1999,6872912,3059.3,471.6,2326.5,261.2,314.7,182.8,5.7,25.0,101.1,210260,32411,159896,17953,21626,12567,392,1720,6947
Virginia,2000,7078515,2746.4,429.9,2064.8,251.6,281.7,164.3,5.7,22.8,88.9,194405,30434,146158,17813,19943,11631,401,1616,6295
Virginia,2001,7196750,2883.3,439.1,2182.4,261.8,291.0,166.0,5.1,24.6,95.3,207506,31604,157060,18842,20939,11945,364,1770,6860
Virginia,2002,7287829,2851.1,435.8,2161.8,253.5,291.7,165.6,5.3,25.2,95.5,207783,31757,157548,18478,21256,12068,388,1839,6961
Virginia,2003,7365284,2721.5,395.2,2082.3,244.1,278.2,156.9,5.6,24.5,91.1,200449,29105,153367,17977,20490,11554,416,1807,6713
Virginia,2004,7481332,2678.2,384.4,2060.5,233.3,275.5,153.8,5.2,24.3,92.2,200368,28759,154154,17455,20608,11503,390,1816,6899
Virginia,2005,7564327,2649.0,394.3,2044.0,211.0,283.0,154.9,6.1,23.3,99.1,200404,29829,154584,15991,21434,11718,458,1763,7495
Virginia,2006,7642884,2489.3,420.9,1874.8,193.6,283.7,152.7,5.3,23.9,101.8,190257,32166,143292,14799,21683,11672,403,1829,7779
Virginia,2007,7712091,2486.5,415.3,1888.4,182.8,272.8,144.3,5.4,23.2,99.8,191763,32028,145634,14101,21035,11131,415,1793,7696
Virginia,2008,7769089,2532.2,414.3,1946.1,171.8,257.8,133.8,4.8,23.1,96.2,196726,32188,151191,13347,20031,10397,370,1794,7470
Virginia,2009,7882590,2461.4,405.4,1907.7,148.3,230.8,125.7,4.7,19.9,80.5,194020,31956,150374,11690,18195,9911,370,1572,6342
Virginia,2010,8023953,2335.5,383.9,1819.4,132.2,214.2,119.0,4.7,19.7,70.8,187403,30804,145990,10609,17184,9550,376,1580,5678
Virginia,2011,8104384,2256.8,378.3,1758.0,120.6,197.6,107.3,3.8,19.6,66.9,182902,30656,142476,9770,16014,8694,304,1591,5425
Virginia,2012,8185867,2162.1,360.5,1690.7,110.9,190.1,111.1,3.8,17.7,57.5,176985,29511,138398,9076,15564,9092,314,1452,4706
Virginia,2013,8260405,109.7,2065.9,322.5,1640.1,196.2,55.3,3.8,27.4,19.1,9062,170654,26640,135478,16205,4565,316,2262,1581
Virginia,2014,8326289,112.9,1930.3,277.7,1560.5,196.2,51.5,4.1,27.7,17.2,9400,160720,23122,129933,16340,4292,338,2310,1432
Virginia,2015,8382993,110.2,1866.5,254.6,1515.2,195.6,53.0,4.6,27.9,17.8,9235,156470,21340,127019,16399,4441,383,2340,1493
Virginia,2016,8411808,1859.4,238.0,1505.1,116.4,217.6,122.2,5.8,32.5,57.1,156412,20018,126606,9788,18302,10278,484,2737,4803
Virginia,2017,8470020,1792.9,218.0,1454.7,120.1,208.2,117.9,5.3,33.8,51.1,151855,18468,123215,10172,17632,9985,453,2862,4332
Virginia,2018,8517685,1665.8,182.8,1356.4,126.5,200.0,118.7,4.6,34.3,42.3,141885,15574,115533,10778,17032,10113,391,2924,3604
Virginia,2019,8535519,1642.7,162.8,1359.5,120.3,208.0,128.7,5.0,33.0,41.3,140213,13900,116044,10269,17753,10987,426,2816,3524
West Virginia,1960,1860421,656.2,234.2,352.5,69.4,64.5,43.2,4.4,4.2,12.8,12208,4358,6558,1292,1200,803,81,78,238
West Virginia,1961,1850000,599.2,237.6,293.3,68.3,63.1,42.6,4.4,4.4,11.7,11085,4396,5426,1263,1167,788,82,81,216
West Virginia,1962,1773000,682.3,216.4,394.6,71.3,64.6,41.3,3.7,4.2,15.4,12097,3837,6996,1264,1146,732,66,75,273
West Virginia,1963,1778000,703.2,226.3,402.9,74.0,66.6,42.5,5.3,4.2,14.6,12503,4023,7164,1316,1185,756,95,74,260
West Virginia,1964,1797000,757.0,268.1,410.4,78.5,75.6,50.1,3.7,5.0,16.9,13603,4818,7375,1410,1359,900,67,89,303
West Virginia,1965,1812000,741.4,253.9,418.2,69.4,78.0,55.4,4.0,4.2,14.4,13435,4600,7577,1258,1413,1003,72,77,261
West Virginia,1966,1794000,846.6,259.3,509.8,77.5,89.9,61.5,4.2,5.1,19.1,15188,4651,9146,1391,1613,1104,76,91,342
West Virginia,1967,1798000,927.8,298.4,542.0,87.4,97.0,68.4,4.6,4.7,19.3,16681,5365,9745,1571,1744,1229,83,85,347
West Virginia,1968,1805000,1056.5,349.8,614.7,92.0,108.5,73.2,5.5,4.4,25.5,19069,6313,11096,1660,1959,1321,99,79,460
West Virginia,1969,1819000,1007.7,322.7,599.6,85.4,97.1,67.3,5.6,5.1,19.1,18330,5870,10906,1554,1766,1224,102,93,347
West Virginia,1970,1744237,1254.8,388.5,773.8,92.4,123.7,83.5,6.2,6.7,27.3,21886,6777,13497,1612,2158,1457,109,116,476
West Virginia,1971,1752000,1269.5,387.7,770.9,110.8,131.9,85.1,6.4,5.0,35.4,22241,6792,13507,1942,2311,1491,113,87,620
West Virginia,1972,1781000,1307.4,413.0,784.7,109.7,129.1,83.2,6.1,8.2,31.6,23285,7356,13976,1953,2299,1482,109,146,562
West Virginia,1973,1794000,1347.8,415.8,824.9,107.1,123.7,80.8,5.7,9.3,27.9,24180,7459,14799,1922,2219,1449,103,166,501
West Virginia,1974,1791000,1632.0,551.8,953.3,126.9,137.4,86.1,6.0,10.0,35.2,29229,9883,17074,2272,2460,1542,108,179,631
West Virginia,1975,1803000,1946.1,591.0,1228.7,126.4,161.7,99.5,7.4,9.3,45.5,35089,10656,22154,2279,2915,1794,133,168,820
West Virginia,1976,1821000,2168.0,573.1,1459.0,135.9,151.6,96.6,6.7,10.3,38.0,39480,10437,26568,2475,2761,1759,122,188,692
West Virginia,1977,1859000,2102.4,597.4,1341.7,163.3,152.3,90.9,6.0,13.2,42.2,39083,11106,24942,3035,2832,1690,112,246,784
West Virginia,1978,1860000,2102.4,648.3,1278.3,175.8,167.7,99.9,6.8,14.7,46.3,39104,12059,23776,3269,3120,1858,127,273,862
West Virginia,1979,1878000,2157.2,636.8,1318.2,202.3,168.1,101.8,6.8,15.5,43.9,40513,11959,24755,3799,3156,1912,128,291,825
West Virginia,1980,1930787,2367.9,738.5,1429.8,199.7,183.7,112.2,7.1,15.8,48.5,45719,14258,27606,3855,3547,2167,138,306,936
West Virginia,1981,1951000,2443.9,775.1,1480.5,188.4,174.8,103.7,6.0,14.8,50.2,47681,15122,28884,3675,3410,2024,118,289,979
West Virginia,1982,1948000,2336.4,717.9,1435.4,183.1,174.8,104.3,5.2,15.5,49.8,45514,13985,27962,3567,3405,2031,102,302,970
West Virginia,1983,1965000,2247.2,684.7,1380.9,181.6,171.8,109.3,4.9,13.4,44.2,44158,13455,27134,3569,3375,2147,96,263,869
West Virginia,1984,1952000,2167.7,648.0,1347.1,172.5,168.2,110.0,4.4,15.6,38.1,42313,12649,26296,3368,3283,2148,86,305,744
West Virginia,1985,1936000,2086.8,618.4,1301.2,167.3,166.0,106.1,3.8,18.5,37.6,40401,11972,25191,3238,3214,2054,73,359,728
West Virginia,1986,1919000,2152.2,625.3,1357.7,169.2,164.5,98.6,5.9,18.9,41.0,41301,11999,26055,3247,3156,1893,114,362,787
West Virginia,1987,1897000,2053.4,603.6,1288.1,161.7,137.3,78.7,4.8,22.6,31.2,38953,11450,24436,3067,2605,1493,92,429,591
West Virginia,1988,1884000,2107.4,610.9,1334.8,161.7,131.4,73.6,4.9,18.7,34.2,39703,11510,25147,3046,2476,1386,93,353,644
West Virginia,1989,1857000,2216.2,626.5,1432.8,156.8,146.7,78.8,6.5,18.7,42.7,41154,11635,26608,2911,2724,1463,121,347,793
West Virginia,1990,1793477,2333.7,657.1,1522.7,153.9,169.3,102.1,5.7,23.6,37.9,41855,11785,27310,2760,3036,1831,102,423,680
West Virginia,1991,1801000,2472.4,666.8,1630.7,174.9,191.0,118.5,6.2,23.0,43.3,44528,12009,29369,3150,3440,2135,111,415,779
West Virginia,1992,1812000,2398.2,622.9,1611.5,163.8,211.5,140.0,6.3,21.7,43.5,43455,11287,29200,2968,3833,2537,115,393,788
West Virginia,1993,1820000,2324.2,599.1,1563.5,161.5,208.4,138.5,6.9,20.1,43.0,42300,10904,28456,2940,3793,2520,126,365,782
West Virginia,1994,1822000,2312.6,585.8,1547.1,179.7,215.8,147.6,5.4,20.3,42.4,42136,10673,28189,3274,3931,2690,99,370,772
West Virginia,1995,1828000,2248.0,565.0,1516.6,166.3,210.2,141.4,4.9,21.2,42.7,41093,10329,27724,3040,3842,2584,89,388,781
West Virginia,1996,1826000,2273.3,546.5,1549.8,176.9,210.1,146.3,3.8,19.6,40.4,41510,9979,28300,3231,3836,2672,69,358,737
West Virginia,1997,1816000,2250.4,586.3,1483.1,181.0,218.7,151.9,4.1,19.5,43.1,40868,10647,26934,3287,3971,2759,75,355,782
West Virginia,1998,1811000,2298.6,613.5,1497.9,187.2,248.6,188.3,4.3,18.7,37.3,41627,11110,27127,3390,4503,3410,78,339,676
West Virginia,1999,1806928,2370.0,570.2,1591.7,208.2,350.7,291.0,4.4,18.7,36.6,42825,10303,28760,3762,6336,5259,79,337,661
West Virginia,2000,1808344,2286.3,546.9,1556.1,183.3,316.5,254.2,2.5,18.3,41.4,41344,9890,28139,3315,5723,4597,46,331,749
West Virginia,2001,1800975,2281.3,533.1,1569.6,178.6,279.6,220.3,2.2,17.8,39.3,41085,9601,28268,3216,5035,3968,40,320,707
West Virginia,2002,1804884,2277.1,536.2,1525.0,216.0,233.9,176.1,3.2,18.2,36.4,41099,9677,27524,3898,4221,3179,57,328,657
West Virginia,2003,1811440,2339.0,579.5,1568.3,191.2,255.4,195.5,4.0,17.2,38.7,42370,10498,28409,3463,4627,3542,73,311,701
West Virginia,2004,1812548,2555.8,606.5,1741.5,207.8,281.9,216.4,3.8,19.1,42.7,46326,10994,31566,3766,5110,3922,68,346,774
West Virginia,2005,1814083,2633.0,624.8,1797.0,211.0,274.0,205.9,4.5,18.5,45.0,47757,11334,32603,3820,4968,3735,82,335,816
West Virginia,2006,1818470,2636.3,636.7,1776.5,223.1,281.2,207.6,4.4,22.2,46.9,47941,11579,32305,4057,5113,3776,80,404,853
West Virginia,2007,1812035,2517.6,597.2,1728.5,191.9,276.8,205.1,3.6,21.4,46.7,45620,10822,31321,3477,5016,3716,65,388,847
West Virginia,2008,1814468,2533.6,597.4,1761.8,174.4,275.9,201.4,3.7,21.4,49.4,45971,10840,31967,3164,5006,3654,67,389,896
West Virginia,2009,1819777,2539.6,659.7,1728.4,151.5,305.2,224.5,4.6,25.8,50.2,46215,12005,31453,2757,5554,4086,84,470,914
West Virginia,2010,1854368,2227.2,581.2,1515.6,130.4,301.2,236.7,3.1,19.5,41.8,41301,10778,28104,2419,5586,4390,58,362,776
West Virginia,2011,1854908,2103.0,552.3,1437.1,113.6,296.3,228.4,4.7,20.1,43.2,39009,10245,26656,2108,5497,4236,87,372,802
West Virginia,2012,1855413,2364.9,608.5,1637.3,119.1,316.3,244.6,3.9,22.7,45.2,43878,11291,30378,2209,5869,4538,72,421,838
West Virginia,2013,1854304,226.7,2103.9,521.7,1478.9,300.3,35.1,3.3,35.2,24.6,4203,39013,9674,27423,5568,651,61,653,456
West Virginia,2014,1850326,235.5,2034.7,484.9,1447.3,302.0,35.2,4.0,27.3,15.4,4358,37648,8973,26779,5588,651,74,505,285
West Virginia,2015,1844128,256.4,2020.0,497.3,1401.3,337.9,41.2,3.8,36.4,22.8,4729,37251,9170,25842,6231,760,70,672,420
West Virginia,2016,1831102,2047.2,507.9,1402.3,137.0,358.1,278.5,4.4,35.9,39.3,37487,9301,25677,2509,6557,5099,81,657,720
West Virginia,2017,1815857,1852.0,420.1,1266.6,165.3,350.7,273.4,4.7,43.8,28.9,33630,7628,23000,3002,6368,4964,85,795,524
West Virginia,2018,1805832,1485.6,296.5,1049.6,139.5,289.9,218.5,3.7,36.1,31.7,26827,5354,18954,2519,5236,3945,67,652,572
West Virginia,2019,1792147,1583.4,328.7,1119.7,135.0,316.6,249.1,4.4,42.1,21.1,28376,5891,20066,2419,5674,4464,78,754,378
